"","ID","CDLCode","CellCount","TotalCellCount","Percent","CDLYear","Buffer","CDLCategory","Class","StationL_1","StationNam","Elevation","Longitude","Latitude"
"4137",253,152,1,36,3,"2009","100m","Shrubland","Shrubland","D4776","DW4776 Chester","1022.9088",-110.9805,48.69617
"4138",253,176,15,36,42,"2009","100m","Grassland/Pasture","Grassland/Pasture","D4776","DW4776 Chester","1022.9088",-110.9805,48.69617
"4139",254,24,4,32,12,"2009","100m","Winter Wheat","Crop","D4779","DW4779 Chester","903.1224",-110.84383,48.33467
"4140",254,61,21,32,66,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D4779","DW4779 Chester","903.1224",-110.84383,48.33467
"4141",254,121,4,32,12,"2009","100m","Developed/Open Space","Developed/Open Space","D4779","DW4779 Chester","903.1224",-110.84383,48.33467
"4142",254,176,3,32,9,"2009","100m","Grassland/Pasture","Grassland/Pasture","D4779","DW4779 Chester","903.1224",-110.84383,48.33467
"4143",255,21,1,35,3,"2009","100m","Barley","Crop","D4821","DW4821 Chester","1070.1528",-110.92676,48.73555
"4144",255,23,2,35,6,"2009","100m","Spring Wheat","Crop","D4821","DW4821 Chester","1070.1528",-110.92676,48.73555
"4145",255,24,20,35,57,"2009","100m","Winter Wheat","Crop","D4821","DW4821 Chester","1070.1528",-110.92676,48.73555
"4146",255,121,4,35,11,"2009","100m","Developed/Open Space","Developed/Open Space","D4821","DW4821 Chester","1070.1528",-110.92676,48.73555
"4147",255,176,8,35,23,"2009","100m","Grassland/Pasture","Grassland/Pasture","D4821","DW4821 Chester","1070.1528",-110.92676,48.73555
"4148",256,21,1,36,3,"2009","100m","Barley","Crop","E0034","EW0034 Wolf Point","676.0464",-105.88583,48.11
"4149",256,22,1,36,3,"2009","100m","Durum Wheat","Crop","E0034","EW0034 Wolf Point","676.0464",-105.88583,48.11
"4150",256,23,14,36,39,"2009","100m","Spring Wheat","Crop","E0034","EW0034 Wolf Point","676.0464",-105.88583,48.11
"4151",256,36,1,36,3,"2009","100m","Alfalfa","Crop","E0034","EW0034 Wolf Point","676.0464",-105.88583,48.11
"4152",256,53,2,36,6,"2009","100m","Peas","Crop","E0034","EW0034 Wolf Point","676.0464",-105.88583,48.11
"4153",256,121,1,36,3,"2009","100m","Developed/Open Space","Developed/Open Space","E0034","EW0034 Wolf Point","676.0464",-105.88583,48.11
"4154",256,176,11,36,31,"2009","100m","Grassland/Pasture","Grassland/Pasture","E0034","EW0034 Wolf Point","676.0464",-105.88583,48.11
"4155",256,190,5,36,14,"2009","100m","Woody Wetlands","Wetland","E0034","EW0034 Wolf Point","676.0464",-105.88583,48.11
"4156",257,21,6,35,17,"2009","100m","Barley","Crop","SISM8","SIDNEY","693.1152",-104.25,47.77
"4157",257,22,3,35,9,"2009","100m","Durum Wheat","Crop","SISM8","SIDNEY","693.1152",-104.25,47.77
"4158",257,23,13,35,37,"2009","100m","Spring Wheat","Crop","SISM8","SIDNEY","693.1152",-104.25,47.77
"4159",257,61,7,35,20,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","SISM8","SIDNEY","693.1152",-104.25,47.77
"4160",257,121,5,35,14,"2009","100m","Developed/Open Space","Developed/Open Space","SISM8","SIDNEY","693.1152",-104.25,47.77
"4161",257,122,1,35,3,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","SISM8","SIDNEY","693.1152",-104.25,47.77
"4162",258,142,12,36,33,"2009","100m","Evergreen Forest","Forest","TS949","PONY CREEK","1679.448",-113.692222,47.625833
"4163",258,152,24,36,67,"2009","100m","Shrubland","Shrubland","TS949","PONY CREEK","1679.448",-113.692222,47.625833
"4164",259,23,2,32,6,"2009","100m","Spring Wheat","Crop","D5857","DW5857 Sidney","740.9688",-104.57283,47.66883
"4165",259,36,1,32,3,"2009","100m","Alfalfa","Crop","D5857","DW5857 Sidney","740.9688",-104.57283,47.66883
"4166",259,61,3,32,9,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D5857","DW5857 Sidney","740.9688",-104.57283,47.66883
"4167",259,121,4,32,12,"2009","100m","Developed/Open Space","Developed/Open Space","D5857","DW5857 Sidney","740.9688",-104.57283,47.66883
"4168",259,122,2,32,6,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","D5857","DW5857 Sidney","740.9688",-104.57283,47.66883
"4169",259,176,20,32,62,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5857","DW5857 Sidney","740.9688",-104.57283,47.66883
"4170",260,121,5,35,14,"2009","100m","Developed/Open Space","Developed/Open Space","D5896","DW5896 Great Falls","1022.2992",-111.319,47.52183
"4171",260,122,21,35,60,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","D5896","DW5896 Great Falls","1022.2992",-111.319,47.52183
"4172",260,123,9,35,26,"2009","100m","Developed/Med Intensity","Developed/Med Intensity","D5896","DW5896 Great Falls","1022.2992",-111.319,47.52183
"4173",261,23,14,32,44,"2009","100m","Spring Wheat","Crop","D5890","DW5890 Richey","734.8728",-105.1245,47.6745
"4174",261,176,18,32,56,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5890","DW5890 Richey","734.8728",-105.1245,47.6745
"4175",262,121,2,33,6,"2009","100m","Developed/Open Space","Developed/Open Space","D5891","DW5891 Richey","679.0944",-105.18,47.79283
"4176",262,176,31,33,94,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5891","DW5891 Richey","679.0944",-105.18,47.79283
"4177",263,22,2,34,6,"2009","100m","Durum Wheat","Crop","D5892","DW5892 Elmdale","676.9608",-104.78283,47.91217
"4178",263,36,5,34,15,"2009","100m","Alfalfa","Crop","D5892","DW5892 Elmdale","676.9608",-104.78283,47.91217
"4179",263,37,3,34,9,"2009","100m","Other Hay/Non Alfalfa","Crop","D5892","DW5892 Elmdale","676.9608",-104.78283,47.91217
"4180",263,61,4,34,12,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D5892","DW5892 Elmdale","676.9608",-104.78283,47.91217
"4181",263,176,20,34,59,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5892","DW5892 Elmdale","676.9608",-104.78283,47.91217
"4182",264,21,3,34,9,"2009","100m","Barley","Crop","D5893","DW5893 Culbertson","644.0424",-104.4705,47.967
"4183",264,22,4,34,12,"2009","100m","Durum Wheat","Crop","D5893","DW5893 Culbertson","644.0424",-104.4705,47.967
"4184",264,23,12,34,35,"2009","100m","Spring Wheat","Crop","D5893","DW5893 Culbertson","644.0424",-104.4705,47.967
"4185",264,28,1,34,3,"2009","100m","Oats","Crop","D5893","DW5893 Culbertson","644.0424",-104.4705,47.967
"4186",264,36,5,34,15,"2009","100m","Alfalfa","Crop","D5893","DW5893 Culbertson","644.0424",-104.4705,47.967
"4187",264,53,1,34,3,"2009","100m","Peas","Crop","D5893","DW5893 Culbertson","644.0424",-104.4705,47.967
"4188",264,61,3,34,9,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D5893","DW5893 Culbertson","644.0424",-104.4705,47.967
"4189",264,121,3,34,9,"2009","100m","Developed/Open Space","Developed/Open Space","D5893","DW5893 Culbertson","644.0424",-104.4705,47.967
"4190",264,176,2,34,6,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5893","DW5893 Culbertson","644.0424",-104.4705,47.967
"4191",265,23,1,34,3,"2009","100m","Spring Wheat","Crop","D5895","DW5895 Lambert","702.8688",-104.84633,47.88083
"4192",265,36,1,34,3,"2009","100m","Alfalfa","Crop","D5895","DW5895 Lambert","702.8688",-104.84633,47.88083
"4193",265,176,32,34,94,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5895","DW5895 Lambert","702.8688",-104.84633,47.88083
"4194",266,22,1,36,3,"2009","100m","Durum Wheat","Crop","D5938","DW5938 Culbertson","587.9592",-104.497,48.1445
"4195",266,23,9,36,25,"2009","100m","Spring Wheat","Crop","D5938","DW5938 Culbertson","587.9592",-104.497,48.1445
"4196",266,37,1,36,3,"2009","100m","Other Hay/Non Alfalfa","Crop","D5938","DW5938 Culbertson","587.9592",-104.497,48.1445
"4197",266,61,8,36,22,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D5938","DW5938 Culbertson","587.9592",-104.497,48.1445
"4198",266,121,7,36,19,"2009","100m","Developed/Open Space","Developed/Open Space","D5938","DW5938 Culbertson","587.9592",-104.497,48.1445
"4199",266,176,10,36,28,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5938","DW5938 Culbertson","587.9592",-104.497,48.1445
"4200",267,22,1,35,3,"2009","100m","Durum Wheat","Crop","D5941","DW5941 Fink Road","709.8792",-104.63617,47.84633
"4201",267,23,7,35,20,"2009","100m","Spring Wheat","Crop","D5941","DW5941 Fink Road","709.8792",-104.63617,47.84633
"4202",267,36,1,35,3,"2009","100m","Alfalfa","Crop","D5941","DW5941 Fink Road","709.8792",-104.63617,47.84633
"4203",267,37,1,35,3,"2009","100m","Other Hay/Non Alfalfa","Crop","D5941","DW5941 Fink Road","709.8792",-104.63617,47.84633
"4204",267,61,2,35,6,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D5941","DW5941 Fink Road","709.8792",-104.63617,47.84633
"4205",267,121,5,35,14,"2009","100m","Developed/Open Space","Developed/Open Space","D5941","DW5941 Fink Road","709.8792",-104.63617,47.84633
"4206",267,176,18,35,51,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5941","DW5941 Fink Road","709.8792",-104.63617,47.84633
"4207",268,121,7,34,21,"2009","100m","Developed/Open Space","Developed/Open Space","D5894","DW5894 Lambert","621.792",-104.25201,47.49842
"4208",268,141,7,34,21,"2009","100m","Deciduous Forest","Forest","D5894","DW5894 Lambert","621.792",-104.25201,47.49842
"4209",268,142,1,34,3,"2009","100m","Evergreen Forest","Forest","D5894","DW5894 Lambert","621.792",-104.25201,47.49842
"4210",268,176,19,34,56,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5894","DW5894 Lambert","621.792",-104.25201,47.49842
"4211",269,1,1,35,3,"2009","100m","Corn","Crop","D5937","DW5937 Fairview","588.8736",-104.0475,47.85867
"4212",269,36,3,35,9,"2009","100m","Alfalfa","Crop","D5937","DW5937 Fairview","588.8736",-104.0475,47.85867
"4213",269,37,2,35,6,"2009","100m","Other Hay/Non Alfalfa","Crop","D5937","DW5937 Fairview","588.8736",-104.0475,47.85867
"4214",269,41,5,35,14,"2009","100m","Sugarbeets","Crop","D5937","DW5937 Fairview","588.8736",-104.0475,47.85867
"4215",269,121,8,35,23,"2009","100m","Developed/Open Space","Developed/Open Space","D5937","DW5937 Fairview","588.8736",-104.0475,47.85867
"4216",269,122,4,35,11,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","D5937","DW5937 Fairview","588.8736",-104.0475,47.85867
"4217",269,176,7,35,20,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5937","DW5937 Fairview","588.8736",-104.0475,47.85867
"4218",269,190,2,35,6,"2009","100m","Woody Wetlands","Wetland","D5937","DW5937 Fairview","588.8736",-104.0475,47.85867
"4219",269,195,3,35,9,"2009","100m","Herbaceous Wetlands","Wetland","D5937","DW5937 Fairview","588.8736",-104.0475,47.85867
"4220",270,22,1,36,3,"2009","100m","Durum Wheat","Crop","D5943","DW5943 Brorson","758.3424",-104.42383,47.80533
"4221",270,36,1,36,3,"2009","100m","Alfalfa","Crop","D5943","DW5943 Brorson","758.3424",-104.42383,47.80533
"4222",270,61,1,36,3,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D5943","DW5943 Brorson","758.3424",-104.42383,47.80533
"4223",270,121,5,36,14,"2009","100m","Developed/Open Space","Developed/Open Space","D5943","DW5943 Brorson","758.3424",-104.42383,47.80533
"4224",270,122,1,36,3,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","D5943","DW5943 Brorson","758.3424",-104.42383,47.80533
"4225",270,152,1,36,3,"2009","100m","Shrubland","Shrubland","D5943","DW5943 Brorson","758.3424",-104.42383,47.80533
"4226",270,176,26,36,72,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5943","DW5943 Brorson","758.3424",-104.42383,47.80533
"4227",271,23,1,32,3,"2009","100m","Spring Wheat","Crop","D5959","DW5959 Charlie Creek","630.936",-104.79833,48.105
"4228",271,176,31,32,97,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5959","DW5959 Charlie Creek","630.936",-104.79833,48.105
"4229",272,22,1,35,3,"2009","100m","Durum Wheat","Crop","D5960","DW5960 Poplar","594.0552",-105.12783,48.06467
"4230",272,23,20,35,57,"2009","100m","Spring Wheat","Crop","D5960","DW5960 Poplar","594.0552",-105.12783,48.06467
"4231",272,176,9,35,26,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5960","DW5960 Poplar","594.0552",-105.12783,48.06467
"4232",272,190,3,35,9,"2009","100m","Woody Wetlands","Wetland","D5960","DW5960 Poplar","594.0552",-105.12783,48.06467
"4233",272,195,2,35,6,"2009","100m","Herbaceous Wetlands","Wetland","D5960","DW5960 Poplar","594.0552",-105.12783,48.06467
"4234",273,22,2,32,6,"2009","100m","Durum Wheat","Crop","D5962","DW5962 Girard Hall","690.9816",-104.34667,47.8655
"4235",273,36,5,32,16,"2009","100m","Alfalfa","Crop","D5962","DW5962 Girard Hall","690.9816",-104.34667,47.8655
"4236",273,37,1,32,3,"2009","100m","Other Hay/Non Alfalfa","Crop","D5962","DW5962 Girard Hall","690.9816",-104.34667,47.8655
"4237",273,53,1,32,3,"2009","100m","Peas","Crop","D5962","DW5962 Girard Hall","690.9816",-104.34667,47.8655
"4238",273,121,3,32,9,"2009","100m","Developed/Open Space","Developed/Open Space","D5962","DW5962 Girard Hall","690.9816",-104.34667,47.8655
"4239",273,176,13,32,41,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5962","DW5962 Girard Hall","690.9816",-104.34667,47.8655
"4240",273,190,7,32,22,"2009","100m","Woody Wetlands","Wetland","D5962","DW5962 Girard Hall","690.9816",-104.34667,47.8655
"4241",274,22,3,36,8,"2009","100m","Durum Wheat","Crop","D5963","DW5963 Four Mile","626.0592",-104.13917,47.94717
"4242",274,23,21,36,58,"2009","100m","Spring Wheat","Crop","D5963","DW5963 Four Mile","626.0592",-104.13917,47.94717
"4243",274,121,6,36,17,"2009","100m","Developed/Open Space","Developed/Open Space","D5963","DW5963 Four Mile","626.0592",-104.13917,47.94717
"4244",274,176,6,36,17,"2009","100m","Grassland/Pasture","Grassland/Pasture","D5963","DW5963 Four Mile","626.0592",-104.13917,47.94717
"4245",275,121,5,35,14,"2009","100m","Developed/Open Space","Developed/Open Space","AT844","W7GMC2 Essex","1357.884",-113.4425,48.26617
"4246",275,122,3,35,9,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","AT844","W7GMC2 Essex","1357.884",-113.4425,48.26617
"4247",275,142,4,35,11,"2009","100m","Evergreen Forest","Forest","AT844","W7GMC2 Essex","1357.884",-113.4425,48.26617
"4248",275,152,4,35,11,"2009","100m","Shrubland","Shrubland","AT844","W7GMC2 Essex","1357.884",-113.4425,48.26617
"4249",275,176,19,35,54,"2009","100m","Grassland/Pasture","Grassland/Pasture","AT844","W7GMC2 Essex","1357.884",-113.4425,48.26617
"4250",276,121,3,32,9,"2009","100m","Developed/Open Space","Developed/Open Space","JPKM8","JUDITH PEAK","1959.2544",-109.222806,47.217528
"4251",276,131,1,32,3,"2009","100m","Barren","Barren","JPKM8","JUDITH PEAK","1959.2544",-109.222806,47.217528
"4252",276,142,3,32,9,"2009","100m","Evergreen Forest","Forest","JPKM8","JUDITH PEAK","1959.2544",-109.222806,47.217528
"4253",276,152,4,32,12,"2009","100m","Shrubland","Shrubland","JPKM8","JUDITH PEAK","1959.2544",-109.222806,47.217528
"4254",276,176,21,32,66,"2009","100m","Grassland/Pasture","Grassland/Pasture","JPKM8","JUDITH PEAK","1959.2544",-109.222806,47.217528
"4255",277,142,34,34,100,"2009","100m","Evergreen Forest","Forest","AN356","Polson-MT","896.7216",-114.0122,47.6925
"4256",278,61,37,37,100,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","KPO1","POPLAR","620.5728",-105.16211,48.13444
"4257",279,121,26,35,74,"2009","100m","Developed/Open Space","Developed/Open Space","KS71","CHINOOK","736.3968",-109.25061,48.59211
"4258",279,122,9,35,26,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","KS71","CHINOOK","736.3968",-109.25061,48.59211
"4259",280,121,21,37,57,"2009","100m","Developed/Open Space","Developed/Open Space","K79S","FORT BENTON","874.4712",-110.63648,47.84511
"4260",280,122,9,37,24,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","K79S","FORT BENTON","874.4712",-110.63648,47.84511
"4261",280,123,2,37,5,"2009","100m","Developed/Med Intensity","Developed/Med Intensity","K79S","FORT BENTON","874.4712",-110.63648,47.84511
"4262",280,176,5,37,14,"2009","100m","Grassland/Pasture","Grassland/Pasture","K79S","FORT BENTON","874.4712",-110.63648,47.84511
"4263",281,21,13,36,36,"2009","100m","Barley","Crop","D8632","DW8632 Glendive","672.9984",-104.8,47.04
"4264",281,23,4,36,11,"2009","100m","Spring Wheat","Crop","D8632","DW8632 Glendive","672.9984",-104.8,47.04
"4265",281,24,1,36,3,"2009","100m","Winter Wheat","Crop","D8632","DW8632 Glendive","672.9984",-104.8,47.04
"4266",281,36,7,36,19,"2009","100m","Alfalfa","Crop","D8632","DW8632 Glendive","672.9984",-104.8,47.04
"4267",281,176,10,36,28,"2009","100m","Grassland/Pasture","Grassland/Pasture","D8632","DW8632 Glendive","672.9984",-104.8,47.04
"4268",281,195,1,36,3,"2009","100m","Herbaceous Wetlands","Wetland","D8632","DW8632 Glendive","672.9984",-104.8,47.04
"4269",282,21,1,36,3,"2009","100m","Barley","Crop","D8633","DW8633 Lambert","712.0128",-104.6,47.7
"4270",282,22,1,36,3,"2009","100m","Durum Wheat","Crop","D8633","DW8633 Lambert","712.0128",-104.6,47.7
"4271",282,23,15,36,42,"2009","100m","Spring Wheat","Crop","D8633","DW8633 Lambert","712.0128",-104.6,47.7
"4272",282,28,17,36,47,"2009","100m","Oats","Crop","D8633","DW8633 Lambert","712.0128",-104.6,47.7
"4273",282,36,2,36,6,"2009","100m","Alfalfa","Crop","D8633","DW8633 Lambert","712.0128",-104.6,47.7
"4274",283,121,2,35,6,"2009","100m","Developed/Open Space","Developed/Open Space","D8635","DW8635 Sidney","669.036",-104.1345,47.36883
"4275",283,176,33,35,94,"2009","100m","Grassland/Pasture","Grassland/Pasture","D8635","DW8635 Sidney","669.036",-104.1345,47.36883
"4276",284,21,2,36,6,"2009","100m","Barley","Crop","D8636","DW8636 Sidney","612.9528",-104.33,47.5
"4277",284,23,9,36,25,"2009","100m","Spring Wheat","Crop","D8636","DW8636 Sidney","612.9528",-104.33,47.5
"4278",284,36,4,36,11,"2009","100m","Alfalfa","Crop","D8636","DW8636 Sidney","612.9528",-104.33,47.5
"4279",284,121,4,36,11,"2009","100m","Developed/Open Space","Developed/Open Space","D8636","DW8636 Sidney","612.9528",-104.33,47.5
"4280",284,122,2,36,6,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","D8636","DW8636 Sidney","612.9528",-104.33,47.5
"4281",284,176,7,36,19,"2009","100m","Grassland/Pasture","Grassland/Pasture","D8636","DW8636 Sidney","612.9528",-104.33,47.5
"4282",284,190,8,36,22,"2009","100m","Woody Wetlands","Wetland","D8636","DW8636 Sidney","612.9528",-104.33,47.5
"4283",285,23,1,36,3,"2009","100m","Spring Wheat","Crop","D8692","DW8692 Sidney","762",-104.4235,47.80667
"4284",285,28,2,36,6,"2009","100m","Oats","Crop","D8692","DW8692 Sidney","762",-104.4235,47.80667
"4285",285,36,12,36,33,"2009","100m","Alfalfa","Crop","D8692","DW8692 Sidney","762",-104.4235,47.80667
"4286",285,37,1,36,3,"2009","100m","Other Hay/Non Alfalfa","Crop","D8692","DW8692 Sidney","762",-104.4235,47.80667
"4287",285,53,1,36,3,"2009","100m","Peas","Crop","D8692","DW8692 Sidney","762",-104.4235,47.80667
"4288",285,176,19,36,53,"2009","100m","Grassland/Pasture","Grassland/Pasture","D8692","DW8692 Sidney","762",-104.4235,47.80667
"4289",286,36,1,34,3,"2009","100m","Alfalfa","Crop","D8908","DW8908 Great Falls","1071.0672",-111.32191,47.42929
"4290",286,37,1,34,3,"2009","100m","Other Hay/Non Alfalfa","Crop","D8908","DW8908 Great Falls","1071.0672",-111.32191,47.42929
"4291",286,121,3,34,9,"2009","100m","Developed/Open Space","Developed/Open Space","D8908","DW8908 Great Falls","1071.0672",-111.32191,47.42929
"4292",286,176,29,34,85,"2009","100m","Grassland/Pasture","Grassland/Pasture","D8908","DW8908 Great Falls","1071.0672",-111.32191,47.42929
"4293",287,23,2,37,5,"2009","100m","Spring Wheat","Crop","D9390","DW9390 Frazer","636.1176",-106.04667,48.0585
"4294",287,121,1,37,3,"2009","100m","Developed/Open Space","Developed/Open Space","D9390","DW9390 Frazer","636.1176",-106.04667,48.0585
"4295",287,122,9,37,24,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","D9390","DW9390 Frazer","636.1176",-106.04667,48.0585
"4296",287,123,14,37,38,"2009","100m","Developed/Med Intensity","Developed/Med Intensity","D9390","DW9390 Frazer","636.1176",-106.04667,48.0585
"4297",287,124,6,37,16,"2009","100m","Developed/High Intensity","Developed/High Intensity","D9390","DW9390 Frazer","636.1176",-106.04667,48.0585
"4298",287,152,5,37,14,"2009","100m","Shrubland","Shrubland","D9390","DW9390 Frazer","636.1176",-106.04667,48.0585
"4299",288,121,29,37,78,"2009","100m","Developed/Open Space","Developed/Open Space","D8547","DW8547 Sidney","606.8568",-104.18378,47.72743
"4300",288,122,7,37,19,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","D8547","DW8547 Sidney","606.8568",-104.18378,47.72743
"4301",288,176,1,37,3,"2009","100m","Grassland/Pasture","Grassland/Pasture","D8547","DW8547 Sidney","606.8568",-104.18378,47.72743
"4302",289,23,1,35,3,"2009","100m","Spring Wheat","Crop","D9079","DW9079 Glasgow","658.0632",-106.8425,48.353
"4303",289,36,4,35,11,"2009","100m","Alfalfa","Crop","D9079","DW9079 Glasgow","658.0632",-106.8425,48.353
"4304",289,37,3,35,9,"2009","100m","Other Hay/Non Alfalfa","Crop","D9079","DW9079 Glasgow","658.0632",-106.8425,48.353
"4305",289,61,2,35,6,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D9079","DW9079 Glasgow","658.0632",-106.8425,48.353
"4306",289,152,1,35,3,"2009","100m","Shrubland","Shrubland","D9079","DW9079 Glasgow","658.0632",-106.8425,48.353
"4307",289,176,24,35,69,"2009","100m","Grassland/Pasture","Grassland/Pasture","D9079","DW9079 Glasgow","658.0632",-106.8425,48.353
"4308",290,61,5,36,14,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D9564","DW9564 Sunburst","1152.144",-111.42983,48.9405
"4309",290,121,1,36,3,"2009","100m","Developed/Open Space","Developed/Open Space","D9564","DW9564 Sunburst","1152.144",-111.42983,48.9405
"4310",290,152,5,36,14,"2009","100m","Shrubland","Shrubland","D9564","DW9564 Sunburst","1152.144",-111.42983,48.9405
"4311",290,176,22,36,61,"2009","100m","Grassland/Pasture","Grassland/Pasture","D9564","DW9564 Sunburst","1152.144",-111.42983,48.9405
"4312",290,190,3,36,8,"2009","100m","Woody Wetlands","Wetland","D9564","DW9564 Sunburst","1152.144",-111.42983,48.9405
"4313",291,21,4,35,11,"2009","100m","Barley","Crop","D9565","DW9565 Whitlash","1207.008",-111.156,48.9765
"4314",291,24,8,35,23,"2009","100m","Winter Wheat","Crop","D9565","DW9565 Whitlash","1207.008",-111.156,48.9765
"4315",291,36,1,35,3,"2009","100m","Alfalfa","Crop","D9565","DW9565 Whitlash","1207.008",-111.156,48.9765
"4316",291,61,5,35,14,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D9565","DW9565 Whitlash","1207.008",-111.156,48.9765
"4317",291,121,3,35,9,"2009","100m","Developed/Open Space","Developed/Open Space","D9565","DW9565 Whitlash","1207.008",-111.156,48.9765
"4318",291,176,14,35,40,"2009","100m","Grassland/Pasture","Grassland/Pasture","D9565","DW9565 Whitlash","1207.008",-111.156,48.9765
"4319",292,21,1,37,3,"2009","100m","Barley","Crop","D9605","DW9605 Galata","954.024",-111.35217,48.47817
"4320",292,61,3,37,8,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D9605","DW9605 Galata","954.024",-111.35217,48.47817
"4321",292,121,8,37,22,"2009","100m","Developed/Open Space","Developed/Open Space","D9605","DW9605 Galata","954.024",-111.35217,48.47817
"4322",292,122,5,37,14,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","D9605","DW9605 Galata","954.024",-111.35217,48.47817
"4323",292,123,1,37,3,"2009","100m","Developed/Med Intensity","Developed/Med Intensity","D9605","DW9605 Galata","954.024",-111.35217,48.47817
"4324",292,176,19,37,51,"2009","100m","Grassland/Pasture","Grassland/Pasture","D9605","DW9605 Galata","954.024",-111.35217,48.47817
"4325",293,121,1,35,3,"2009","100m","Developed/Open Space","Developed/Open Space","AU395","W7PG-7 Jordan","808.9392",-106.94117,47.56883
"4326",293,142,13,35,37,"2009","100m","Evergreen Forest","Forest","AU395","W7PG-7 Jordan","808.9392",-106.94117,47.56883
"4327",293,152,12,35,34,"2009","100m","Shrubland","Shrubland","AU395","W7PG-7 Jordan","808.9392",-106.94117,47.56883
"4328",293,176,9,35,26,"2009","100m","Grassland/Pasture","Grassland/Pasture","AU395","W7PG-7 Jordan","808.9392",-106.94117,47.56883
"4329",294,24,2,35,6,"2009","100m","Winter Wheat","Crop","D9834","DW9834 Galata","1032.9672",-111.321,48.628
"4330",294,37,1,35,3,"2009","100m","Other Hay/Non Alfalfa","Crop","D9834","DW9834 Galata","1032.9672",-111.321,48.628
"4331",294,61,23,35,66,"2009","100m","Fallow/Idle Cropland","Fallow Cropland","D9834","DW9834 Galata","1032.9672",-111.321,48.628
"4332",294,176,9,35,26,"2009","100m","Grassland/Pasture","Grassland/Pasture","D9834","DW9834 Galata","1032.9672",-111.321,48.628
"4333",295,23,3,36,8,"2009","100m","Spring Wheat","Crop","D9996","DW9996 Hingham","925.068",-110.42467,48.5555
"4334",295,24,1,36,3,"2009","100m","Winter Wheat","Crop","D9996","DW9996 Hingham","925.068",-110.42467,48.5555
"4335",295,121,14,36,39,"2009","100m","Developed/Open Space","Developed/Open Space","D9996","DW9996 Hingham","925.068",-110.42467,48.5555
"4336",295,122,17,36,47,"2009","100m","Developed/Low Intensity","Developed/Low Intensity","D9996","DW9996 Hingham","925.068",-110.42467,48.5555
"4337",295,123,1,36,3,"2009","100m","Developed/Med Intensity","Developed/Med Intensity","D9996","DW9996 Hingham","925.068",-110.42467,48.5555
"4338",296,111,11,34,32,"2009","100m","Open Water","Open Water","FLB01","Yellow Bay Hill","911.352",-114.034,47.874
"4339",296,142,23,34,68,"2009","100m","Evergreen Forest","Forest","FLB01","Yellow Bay Hill","911.352",-114.034,47.874
"4340",297,111,30,32,94,"2009","100m","Open Water","Open Water","FLB05","Yellow Bay Point","880.872",-114.035,47.872
"4341",297,142,2,32,6,"2009","100m","Evergreen Forest","Forest","FLB05","Yellow Bay Point","880.872",-114.035,47.872
"4342",298,142,29,35,83,"2009","100m","Evergreen Forest","Forest","FLB09","East Shore","1221.0288",-114.0051,47.878
"4343",298,152,6,35,17,"2009","100m","Shrubland","Shrubland","FLB09","East Shore","1221.0288",-114.0051,47.878
"4344",299,152,3,36,8,"2009","100m","Shrubland","Shrubland","07MT","SAINT MARIE MARCO SITE","842.1624",-106.515972,48.410847
"4345",299,176,33,36,92,"2009","100m","Grassland/Pasture","Grassland/Pasture","07MT","SAINT MARIE MARCO SITE","842.1624",-106.515972,48.410847
